theta  Epoch  Ene  I0  I04  If4  If4dI0  If3  If3dI0  Seconds  Ihor3  
12.831 96149 9005.763179 83596 1 3549 0.04245418441 934393 11.17748457 0.506 0 
12.83075 96150 9005.763179 83639 0 3585 0.04286277933 934022 11.16730234 0.506 0 
12.830625 96151 9005.763179 83577 -1 3553 0.0425116958 934365 11.17969058 0.506 0 
12.830375 96151 9005.763179 83638 -1 3666 0.04383175112 934747 11.17610416 0.506 0 
12.83025 96152 9005.763179 83640 -3 3598 0.04301769488 934318 11.1707078 0.505 0 
12.83 96153 9005.763179 83629 -3 3594 0.04297552284 934771 11.1775939 0.506 0 
12.82975 96153 9005.763179 83632 -1 3644 0.04357183853 934095 11.16910991 0.506 0 
12.829625 96154 9005.763179 83623 0 3667 0.04385157194 934319 11.17299068 0.506 0 
12.829375 96155 9005.763179 83587 -1 3795 0.04540179693 933752 11.17101942 0.506 0 
12.82925 96156 9005.763179 83587 -1 3735 0.04468398196 934568 11.1807817 0.506 0 
12.829 96156 9005.763179 83602 0 3577 0.04278605775 934137 11.17362025 0.506 0 
12.82875 96157 9005.763179 83577 2 3669 0.04389963746 934325 11.17921198 0.505 0 
12.828625 96158 9005.763179 83593 0 3830 0.0458172335 934465 11.17874702 0.506 0 
12.828375 96158 9005.763179 83592 1 3828 0.04579385587 934233 11.17610537 0.506 0 
12.82825 96159 9005.763179 83582 -1 3735 0.04468665502 933947 11.17402072 0.505 0 
12.828 96160 9005.763179 83617 0 3768 0.04506260689 934254 11.17301506 0.506 0 
12.82775 96160 9005.763179 83588 -4 3839 0.04592764512 933891 11.17254869 0.505 0 
12.827625 96161 9005.763179 83613 -2 3883 0.04644014687 934909 11.18138328 0.506 0 
12.827375 96162 9005.763179 83582 -3 3891 0.04655308559 935169 11.18864109 0.506 0 
12.82725 96162 9005.763179 83590 1 3894 0.04658451968 934365 11.17795191 0.506 0 
12.827 96163 9005.763179 83593 -3 3993 0.04776715754 934554 11.17981171 0.506 0 
12.82675 96164 9005.763179 83554 2 4091 0.0489623477 933322 11.17028509 0.505 0 
12.826625 96164 9005.763179 83597 0 4071 0.04869791978 934612 11.17997057 0.506 0 
12.826375 96165 9005.763179 83589 -3 4180 0.05000657981 933474 11.16742634 0.506 0 
12.82625 96166 9005.763179 83588 5 4150 0.04964827487 933817 11.1716634 0.506 0 
12.826 96166 9005.763179 83579 -4 4232 0.05063472882 933849 11.17324926 0.505 0 
12.82575 96167 9005.763179 83554 -1 4436 0.05309141394 933606 11.17368408 0.506 0 
12.825625 96168 9005.763179 83578 0 4453 0.05327957118 933973 11.17486659 0.506 0 
12.825375 96168 9005.763179 83611 -2 4607 0.05510040545 934051 11.17138893 0.506 0 
12.82525 96169 9005.763179 83590 -1 4717 0.056430195 933857 11.17187463 0.506 0 
12.825 96170 9005.763179 83585 -1 5104 0.06106358796 933869 11.17268649 0.505 0 
12.82475 96171 9005.763179 83572 2 5336 0.06384913607 933766 11.17319198 0.506 0 
12.824625 96171 9005.763179 83571 -4 5475 0.06551315648 933558 11.17083677 0.505 0 
12.824375 96172 9005.763179 83582 -3 5826 0.06970400325 933773 11.17193893 0.505 0 
12.82425 96173 9005.763179 83559 -1 6229 0.07454612908 934212 11.18026783 0.506 0 
12.824 96173 9005.763179 83522 1 6760 0.08093675918 933557 11.17737842 0.506 0 
12.82375 96174 9005.763179 83524 -5 7481 0.08956707054 934286 11.1858388 0.506 0 
12.823625 96175 9005.763179 83559 1 7829 0.0936942759 933275 11.1690542 0.506 0 
12.823375 96175 9005.763179 83518 0 8936 0.1069948993 933857 11.18150578 0.505 0 
12.82325 96176 9005.763179 83558 2 9681 0.1158596424 933424 11.17097106 0.506 0 
12.823 96177 9005.763179 83541 -2 11243 0.1345806251 933167 11.17016794 0.506 0 
12.82275 96177 9005.763179 83578 4 13581 0.1624949149 933322 11.16707746 0.506 0 
12.822625 96178 9005.763179 83520 -2 15050 0.1801963602 933370 11.17540709 0.506 0 
12.822375 96179 9005.763179 83517 -3 19135 0.2291150305 933357 11.17565286 0.506 0 
12.82225 96179 9005.763179 83516 2 22100 0.2646199531 933581 11.1784688 0.506 0 
12.822 96180 9005.763179 83519 -4 29931 0.3583735437 932905 11.1699733 0.506 0 
12.82175 96181 9005.763179 83513 5 41651 0.4987367236 932908 11.17081173 0.505 0 
12.821625 96181 9005.763179 83533 4 49799 0.5961596016 933285 11.17265033 0.506 0 
12.821375 96182 9005.763179 83563 -1 69186 0.8279501693 933459 11.17072149 0.506 0 
12.82125 96183 9005.763179 83518 -1 81002 0.9698747575 933100 11.17244187 0.505 0 
12.821 96183 9005.763179 83490 0 102096 1.222853036 932774 11.17228411 0.505 0 
12.82075 96184 9005.763179 83531 3 121807 1.45822509 932223 11.160204 0.505 0 
12.820625 96185 9005.763179 83498 5 129098 1.546120865 932538 11.16838727 0.501 0 
12.820375 96186 9005.763179 83513 -2 136913 1.639421407 932412 11.16487253 0.506 0 
12.82025 96186 9005.763179 83487 7 137064 1.64174063 931834 11.16142633 0.506 0 
12.82 96187 9005.763179 83507 1 129898 1.555534267 932762 11.169866 0.506 0 
12.81975 96188 9005.763179 83521 2 115166 1.378886747 932214 11.16143245 0.506 0 
12.819625 96188 9005.763179 83529 3 106194 1.271342887 932424 11.16287756 0.506 0 
12.819375 96189 9005.763179 83511 -1 85533 1.024212379 932498 11.16616973 0.505 0 
