theta  Epoch  Ene  I0  I04  If4  If4dI0  If3  If3dI0  Seconds  Ihor3  
12.857 92989 8989.495656 80534 -1 974 0.01209427074 327436 4.065810713 0.506 0 
12.85675 92990 8989.495656 80580 0 982 0.01218664681 327848 4.068602631 0.506 0 
12.856625 92990 8989.495656 80608 0 1028 0.01275307662 327710 4.065477372 0.505 0 
12.856375 92991 8989.495656 80528 1 970 0.0120454997 327782 4.070410292 0.506 0 
12.85625 92992 8989.495656 80537 0 967 0.01200690366 328087 4.073742503 0.506 0 
12.856 92992 8989.495656 80552 -2 1007 0.01250124143 328124 4.073443242 0.505 0 
12.85575 92993 8989.495656 80549 0 1080 0.01340798768 327954 4.071484438 0.505 0 
12.855625 92994 8989.495656 80534 3 1098 0.0136339931 328391 4.077669059 0.505 0 
12.855375 92994 8989.495656 80502 -1 1040 0.01291893369 328369 4.07901667 0.506 0 
12.85525 92995 8989.495656 80525 1 1038 0.01289040671 328379 4.077975784 0.506 0 
12.855 92996 8989.495656 80532 2 1014 0.01259126807 328593 4.080278647 0.505 0 
12.85475 92996 8989.495656 80507 0 1153 0.014321736 328957 4.08606705 0.505 0 
12.854625 92997 8989.495656 80526 -1 1217 0.01511313116 328643 4.081203586 0.506 0 
12.854375 92998 8989.495656 80523 -1 1147 0.01424437738 328640 4.081318381 0.506 0 
12.85425 92998 8989.495656 80525 -1 1173 0.01456690469 328852 4.083849736 0.506 0 
12.854 92999 8989.495656 80522 2 1241 0.01541193711 328587 4.080710862 0.506 0 
12.85375 93000 8989.495656 80518 1 1291 0.01603368191 329254 4.089197447 0.506 0 
12.853625 93000 8989.495656 80477 2 1225 0.01522174037 328610 4.083278452 0.505 0 
12.853375 93001 8989.495656 80464 2 1303 0.01619357725 328992 4.088685623 0.506 0 
12.85325 93002 8989.495656 80493 -1 1367 0.01698284323 329069 4.088169158 0.506 0 
12.853 93002 8989.495656 80476 -2 1403 0.01743376907 329519 4.094624484 0.505 0 
12.85275 93003 8989.495656 80490 -1 1459 0.01812647534 329171 4.089588769 0.505 0 
12.852625 93004 8989.495656 80479 -2 1520 0.0188869146 329369 4.09260801 0.506 0 
12.852375 93004 8989.495656 80480 -1 1495 0.01857604374 329042 4.088494036 0.505 0 
12.85225 93005 8989.495656 80504 0 1565 0.01944002782 329406 4.091796681 0.505 0 
12.852 93006 8989.495656 80511 0 1647 0.02045683199 328877 4.08487039 0.506 0 
12.85175 93006 8989.495656 80475 1 1859 0.02310034172 329703 4.096961789 0.505 0 
12.851625 93007 8989.495656 80437 0 1827 0.0227134279 328939 4.089399157 0.506 0 
12.851375 93008 8989.495656 80463 -6 2013 0.02501771 329440 4.094304214 0.506 0 
12.85125 93008 8989.495656 80446 3 2253 0.02800636452 329224 4.092484399 0.506 0 
12.851 93009 8989.495656 80464 3 2542 0.03159176775 329566 4.095819248 0.506 0 
12.85075 93010 8989.495656 80455 -1 2834 0.03522465975 329320 4.093219812 0.506 0 
12.850625 93010 8989.495656 80442 -7 3097 0.03849978867 329629 4.097722583 0.505 0 
12.850375 93011 8989.495656 80462 -3 3692 0.04588501404 329754 4.098257563 0.506 0 
12.85025 93012 8989.495656 80495 -2 4117 0.05114603392 329230 4.090067706 0.506 0 
12.85 93012 8989.495656 80445 2 4829 0.06002859096 329219 4.092473118 0.505 0 
12.84975 93013 8989.495656 80480 0 6069 0.07541003976 329145 4.089773857 0.506 0 
12.849625 93014 8989.495656 80481 4 6827 0.08482747481 329398 4.092866639 0.505 0 
12.849375 93014 8989.495656 80421 2 8941 0.1111774288 329353 4.095360665 0.505 0 
12.84925 93015 8989.495656 80479 1 10362 0.1287540849 329753 4.097379441 0.505 0 
12.849 93016 8989.495656 80469 -3 14144 0.175769551 329355 4.092942624 0.506 0 
12.84875 93016 8989.495656 80446 -5 20268 0.2519454044 329425 4.09498297 0.505 0 
12.848625 93017 8989.495656 80457 -3 24936 0.3099295276 329492 4.095255851 0.506 0 
12.848375 93018 8989.495656 80444 -2 39476 0.4907264681 329560 4.096762966 0.506 0 
12.84825 93019 8989.495656 80484 1 51307 0.6374807415 329623 4.095509667 0.506 0 
