theta  Epoch  Ene  I0  I04  If4  If4dI0  If3  If3dI0  Seconds  Ihor3  
12.848 94118 8995.298563 81209 2 3201 0.03941681341 776415 9.5607014 0.506 0 
12.84775 94119 8995.298563 81233 -1 3200 0.03939285758 777536 9.571676535 0.506 0 
12.847625 94119 8995.298563 81228 5 3167 0.03898901857 776579 9.56048407 0.506 0 
12.847375 94120 8995.298563 81213 2 3326 0.04095403445 776103 9.556388755 0.506 0 
12.84725 94121 8995.298563 81179 -2 3295 0.04058931497 776483 9.565072248 0.506 0 
12.847 94121 8995.298563 81174 -2 3446 0.04245201666 776787 9.56940646 0.506 0 
12.84675 94122 8995.298563 81171 -2 3439 0.04236734794 776476 9.565928718 0.506 0 
12.846625 94123 8995.298563 81158 6 3360 0.04140072451 776738 9.570689273 0.505 0 
12.846375 94123 8995.298563 81193 3 3437 0.04233123545 776977 9.569507224 0.506 0 
12.84625 94124 8995.298563 81202 1 3635 0.04476490727 776949 9.568101771 0.506 0 
12.846 94125 8995.298563 81194 0 3614 0.04451067813 776564 9.564302781 0.506 0 
12.84575 94125 8995.298563 81180 -1 3624 0.04464153732 776780 9.568612959 0.506 0 
12.845625 94126 8995.298563 81152 0 3619 0.04459532729 776826 9.57248127 0.506 0 
12.845375 94127 8995.298563 81214 1 3759 0.04628512325 776473 9.560826951 0.506 0 
12.84525 94127 8995.298563 81176 1 3848 0.04740317335 777123 9.573309845 0.506 0 
12.845 94128 8995.298563 81190 -1 3895 0.04797388841 776587 9.565057273 0.506 0 
12.84475 94129 8995.298563 81192 -1 3888 0.04788649128 777487 9.575906493 0.505 0 
12.844625 94129 8995.298563 81162 -1 4040 0.04977698923 776675 9.569441364 0.505 0 
12.844375 94130 8995.298563 81167 2 4232 0.05213941627 776830 9.570761516 0.506 0 
12.84425 94131 8995.298563 81182 -1 4286 0.05279495455 777234 9.573969599 0.506 0 
12.844 94131 8995.298563 81128 1 4362 0.05376688689 776427 9.570394931 0.506 0 
12.84375 94132 8995.298563 81124 2 4488 0.05532271584 776922 9.576968591 0.506 0 
12.843625 94133 8995.298563 81162 4 4724 0.0582045785 776865 9.571782361 0.506 0 
12.843375 94133 8995.298563 81132 0 4872 0.06005028842 777257 9.58015333 0.506 0 
12.84325 94134 8995.298563 81138 -1 5029 0.0619808228 776665 9.572148685 0.506 0 
12.843 94135 8995.298563 81160 -1 5290 0.06517989157 776186 9.563652045 0.505 0 
12.84275 94135 8995.298563 81121 0 5688 0.07011747883 777406 9.583289161 0.505 0 
12.842625 94136 8995.298563 81163 0 6007 0.07401155699 776785 9.570678758 0.506 0 
12.842375 94137 8995.298563 81142 2 6557 0.08080895221 777130 9.577407508 0.506 0 
12.84225 94137 8995.298563 81168 -1 6903 0.08504583087 777315 9.576618865 0.505 0 
12.842 94138 8995.298563 81141 -2 7932 0.09775575849 776580 9.570747218 0.505 0 
12.84175 94139 8995.298563 81086 -1 9369 0.1155439903 777214 9.58505784 0.506 0 
12.841625 94139 8995.298563 81129 4 10095 0.124431461 776416 9.57014138 0.506 0 
12.841375 94140 8995.298563 81134 -1 11959 0.1473981315 777018 9.57697143 0.506 0 
12.84125 94141 8995.298563 81134 0 13144 0.162003599 776779 9.574025686 0.505 0 
12.841 94142 8995.298563 81127 0 15661 0.1930430066 777226 9.580361655 0.506 0 
12.84075 94142 8995.298563 81116 0 18780 0.2315202919 776412 9.57162582 0.506 0 
12.840625 94143 8995.298563 81147 -1 20616 0.2540574513 777179 9.577421223 0.506 0 
12.840375 94144 8995.298563 81104 -2 25410 0.3133014401 776801 9.577838331 0.505 0 
12.84025 94144 8995.298563 81135 -3 28248 0.3481604733 776938 9.575867382 0.506 0 
12.84 94145 8995.298563 81129 2 35464 0.4371309889 776402 9.569968815 0.506 0 
12.83975 94146 8995.298563 81110 3 45712 0.563580323 776793 9.577031192 0.506 0 
12.839625 94146 8995.298563 81117 -4 52414 0.6461530875 776903 9.577560807 0.506 0 
12.839375 94147 8995.298563 81096 1 70423 0.8683905495 776636 9.576748545 0.505 0 
12.83925 94148 8995.298563 81138 1 83365 1.027447065 777256 9.579432572 0.506 0 
12.839 94148 8995.298563 81132 -1 119749 1.47597742 776878 9.575481931 0.505 0 
12.83875 94149 8995.298563 81078 -1 178505 2.201645329 776108 9.572362416 0.506 0 
12.838625 94150 8995.298563 81086 2 220802 2.723059468 775874 9.568532176 0.505 0 
12.838375 94150 8995.298563 81091 0 333012 4.10664562 776099 9.570716849 0.506 0 
12.83825 94151 8995.298563 81104 0 403559 4.975821168 774725 9.552241566 0.506 0 
12.838 94152 8995.298563 81108 2 540637 6.66564334 774345 9.547085368 0.505 0 
12.83775 94152 8995.298563 81113 0 670021 8.260340513 774039 9.542724348 0.505 0 
12.837625 94153 8995.298563 81061 -1 723198 8.921651596 773187 9.538335328 0.506 0 
12.837375 94154 8995.298563 81067 -2 786939 9.707266829 772087 9.524060345 0.505 0 
12.83725 94154 8995.298563 81072 -1 795078 9.807060391 772037 9.522856227 0.505 0 
12.837 94155 8995.298563 81041 2 761921 9.401673227 771928 9.525153934 0.506 0 
12.83675 94156 8995.298563 81033 0 681052 8.404625276 771904 9.525798132 0.505 0 
12.836625 94156 8995.298563 81072 6 625838 7.719533254 771987 9.522239491 0.505 0 
12.836375 94157 8995.298563 81048 -4 504568 6.225545356 772545 9.531944033 0.506 0 
12.83625 94158 8995.298563 81065 -7 437777 5.40032073 772782 9.532868686 0.505 0 
12.836 94158 8995.298563 81054 3 315991 3.89852444 773701 9.545500531 0.505 0 
12.83575 94159 8995.298563 81068 0 204322 2.520377954 773901 9.546319139 0.506 0 
12.835625 94160 8995.298563 81041 1 159579 1.969114399 774398 9.555632334 0.506 0 
12.835375 94160 8995.298563 81054 -1 94719 1.168591309 775019 9.561761295 0.506 0 
12.83525 94161 8995.298563 81046 -2 72731 0.8974039434 775073 9.563371419 0.506 0 
12.835 94162 8995.298563 81077 -1 46432 0.5726901587 775386 9.563575367 0.506 0 
12.83475 94162 8995.298563 81042 1 31559 0.3894153649 774851 9.561104119 0.505 0 
12.834625 94163 8995.298563 81039 -4 26984 0.3329754809 774985 9.563111588 0.505 0 
12.834375 94164 8995.298563 81009 0 20522 0.2533298769 775051 9.567467812 0.505 0 
12.83425 94165 8995.298563 81055 4 18160 0.2240454013 775532 9.567972364 0.506 0 
12.834 94165 8995.298563 80986 -1 14862 0.1835131998 775406 9.574568444 0.506 0 
12.83375 94166 8995.298563 81025 0 12332 0.1521999383 775451 9.570515273 0.506 0 
12.833625 94167 8995.298563 81032 1 11600 0.1431533221 776041 9.576969592 0.505 0 
12.833375 94167 8995.298563 81025 -1 9995 0.1233569886 774974 9.564628201 0.506 0 
12.83325 94168 8995.298563 80979 1 9285 0.1146593561 775153 9.572271824 0.506 0 
12.833 94169 8995.298563 81023 1 8366 0.1032546314 775700 9.573824716 0.506 0 
12.83275 94169 8995.298563 81032 3 7564 0.09334583868 775810 9.574118867 0.505 0 
12.832625 94170 8995.298563 80973 3 7231 0.08930137206 774819 9.568856285 0.506 0 
12.832375 94171 8995.298563 81030 -3 6727 0.08301863507 775859 9.574959891 0.505 0 
12.83225 94171 8995.298563 81002 -1 6378 0.07873879657 775841 9.578047456 0.506 0 
12.832 94172 8995.298563 81005 0 5917 0.07304487377 775073 9.568211839 0.506 0 
12.83175 94173 8995.298563 81022 0 5585 0.06893189504 775080 9.566290637 0.505 0 
12.831625 94173 8995.298563 81004 0 5416 0.06686089576 775294 9.571058219 0.506 0 
12.831375 94174 8995.298563 80980 -2 5115 0.06316374413 775176 9.572437639 0.506 0 
12.83125 94175 8995.298563 80992 -1 4885 0.06031459897 775383 9.573575168 0.505 0 
