theta  Epoch  Ene  I0  I04  If4  If4dI0  If3  If3dI0  Seconds  Ihor3  
12.836 95546 9002.65995 80469 -4 3689 0.04584374107 908002 11.28387329 0.506 0 
12.83575 95547 9002.65995 80495 3 3745 0.04652462886 908004 11.28025343 0.505 0 
12.835625 95547 9002.65995 80482 -3 3660 0.04547600706 908066 11.28284585 0.506 0 
12.835375 95548 9002.65995 80490 0 3681 0.04573238912 908513 11.28727792 0.506 0 
12.83525 95549 9002.65995 80444 2 3717 0.04620605639 908442 11.29284968 0.506 0 
12.835 95549 9002.65995 80462 4 3794 0.0471526932 908651 11.29292088 0.506 0 
12.83475 95550 9002.65995 80469 5 3863 0.04800606445 908394 11.28874473 0.506 0 
12.834625 95551 9002.65995 80456 -2 3827 0.04756637168 908820 11.29586358 0.506 0 
12.834375 95551 9002.65995 80449 0 3829 0.04759537098 907955 11.2860943 0.505 0 
12.83425 95552 9002.65995 80499 1 3817 0.0474167381 908180 11.28187928 0.506 0 
12.834 95553 9002.65995 80512 1 3889 0.04830335851 908022 11.27809519 0.505 0 
12.83375 95553 9002.65995 80475 -3 3912 0.04861136999 908506 11.28929481 0.505 0 
12.833625 95554 9002.65995 80467 6 3848 0.04782084581 908085 11.28518523 0.506 0 
12.833375 95555 9002.65995 80451 -1 3899 0.04846428261 907852 11.28453344 0.506 0 
12.83325 95555 9002.65995 80458 0 4003 0.04975266599 908258 11.28859778 0.506 0 
12.833 95556 9002.65995 80423 -2 4154 0.05165189063 907965 11.28986733 0.505 0 
12.83275 95557 9002.65995 80480 0 3984 0.04950298211 907995 11.28224404 0.505 0 
12.832625 95557 9002.65995 80449 0 4098 0.05093910428 907402 11.27922038 0.506 0 
12.832375 95558 9002.65995 80429 4 4143 0.05151127081 908325 11.2935011 0.505 0 
12.83225 95559 9002.65995 80433 1 4251 0.05285144157 907774 11.28608904 0.505 0 
12.832 95559 9002.65995 80449 2 4327 0.05378562816 908807 11.29668486 0.505 0 
12.83175 95560 9002.65995 80418 1 4329 0.05383123181 907500 11.28478699 0.505 0 
12.831625 95561 9002.65995 80475 -2 4482 0.055694315 907725 11.27958993 0.506 0 
12.831375 95561 9002.65995 80430 3 4630 0.05756558498 908079 11.29030213 0.506 0 
12.83125 95562 9002.65995 80433 -2 4647 0.05777479393 907844 11.28695933 0.506 0 
12.831 95563 9002.65995 80422 -1 4721 0.05870284251 908709 11.29925891 0.505 0 
12.83075 95564 9002.65995 80453 -1 4909 0.06101699129 908145 11.2878948 0.505 0 
12.830625 95564 9002.65995 80450 0 5132 0.06379117464 908936 11.29814792 0.506 0 
