theta  Epoch  Ene  I0  I04  If4  If4dI0  If3  If3dI0  Seconds  Ihor3  
12.834625 95697 9003.435552 79881 -1 3771 0.04720772149 906119 11.34336075 0.506 0 
12.834375 95697 9003.435552 79877 -1 3721 0.04658412309 905970 11.34206342 0.506 0 
12.83425 95698 9003.435552 79864 1 3582 0.04485124712 905985 11.34409747 0.506 0 
12.834 95699 9003.435552 79898 0 3691 0.04619640041 906405 11.34452677 0.505 0 
12.83375 95700 9003.435552 79866 3 3809 0.04769238474 906307 11.34784514 0.506 0 
12.833625 95700 9003.435552 79906 1 3819 0.04779365755 905775 11.33550672 0.506 0 
12.833375 95701 9003.435552 79866 -3 3756 0.0470287732 906575 11.35120076 0.505 0 
12.83325 95702 9003.435552 79884 2 3603 0.0451028992 906038 11.34192079 0.506 0 
12.833 95702 9003.435552 79841 -1 3801 0.04760711915 905349 11.33939956 0.506 0 
12.83275 95703 9003.435552 79860 -3 3887 0.04867267719 906301 11.34862259 0.506 0 
12.832625 95704 9003.435552 79880 -2 3818 0.04779669504 906200 11.34451678 0.505 0 
12.832375 95704 9003.435552 79829 -2 3843 0.04814040011 906445 11.35483346 0.506 0 
12.83225 95705 9003.435552 79860 0 3890 0.04871024293 905980 11.34460306 0.506 0 
12.832 95706 9003.435552 79859 0 4065 0.05090221515 905486 11.33855921 0.505 0 
12.83175 95706 9003.435552 79850 4 4100 0.05134627426 905594 11.34118973 0.506 0 
12.831625 95707 9003.435552 79863 -3 4038 0.05056158672 906060 11.34517862 0.505 0 
12.831375 95708 9003.435552 79796 -2 4046 0.05070429595 905750 11.35081959 0.505 0 
12.83125 95708 9003.435552 79829 1 4125 0.05167295093 906059 11.34999812 0.506 0 
12.831 95709 9003.435552 79854 1 4263 0.05338492749 905779 11.34293836 0.506 0 
12.83075 95710 9003.435552 79859 2 4388 0.05494684381 906438 11.35048022 0.506 0 
12.830625 95710 9003.435552 79788 -1 4288 0.05374241741 905860 11.35333634 0.506 0 
12.830375 95711 9003.435552 79832 1 4360 0.05461469085 905829 11.34669055 0.506 0 
12.83025 95712 9003.435552 79809 1 4421 0.05539475498 905912 11.35100051 0.506 0 
12.83 95712 9003.435552 79837 1 4617 0.0578303293 905803 11.34565427 0.506 0 
12.82975 95713 9003.435552 79822 -1 4670 0.05850517401 906081 11.35126907 0.506 0 
12.829625 95714 9003.435552 79829 6 4735 0.05931428428 905732 11.34590187 0.506 0 
12.829375 95715 9003.435552 79831 -2 4955 0.06206861996 905737 11.34568025 0.506 0 
12.82925 95715 9003.435552 79792 4 5082 0.06369059555 905257 11.34521005 0.506 0 
12.829 95716 9003.435552 79823 -3 5340 0.06689801185 905338 11.34181877 0.506 0 
12.82875 95717 9003.435552 79773 4 5596 0.07014904792 905698 11.35344039 0.506 0 
12.828625 95717 9003.435552 79835 1 5923 0.07419051794 905647 11.34398447 0.506 0 
12.828375 95718 9003.435552 79813 -5 6434 0.0806134339 905873 11.34994299 0.506 0 
12.82825 95719 9003.435552 79786 2 6691 0.0838618304 905586 11.35018675 0.506 0 
12.828 95719 9003.435552 79738 4 7308 0.09165015426 905498 11.35591562 0.506 0 
12.82775 95720 9003.435552 79800 1 8030 0.1006265664 905482 11.34689223 0.505 0 
12.827625 95721 9003.435552 79766 0 8498 0.1065366196 905242 11.34872001 0.505 0 
12.827375 95721 9003.435552 79807 3 9537 0.1195007957 905290 11.34349117 0.505 0 
12.82725 95722 9003.435552 79781 2 10264 0.1286521854 905550 11.35044685 0.505 0 
12.827 95723 9003.435552 79797 1 11698 0.1465969899 905905 11.35261977 0.506 0 
12.82675 95723 9003.435552 79794 2 13911 0.1743364163 905633 11.34963782 0.506 0 
12.826625 95724 9003.435552 79797 0 15394 0.1929145206 905411 11.34642906 0.505 0 
12.826375 95725 9003.435552 79794 1 19069 0.238977868 905298 11.34543951 0.505 0 
12.82625 95725 9003.435552 79772 1 21447 0.2688537331 905105 11.34614902 0.505 0 
12.826 95726 9003.435552 79752 -3 27906 0.3499097201 904527 11.34174692 0.506 0 
12.82575 95727 9003.435552 79784 -4 38054 0.4769627996 905279 11.34662338 0.506 0 
12.825625 95727 9003.435552 79790 2 45389 0.5688557463 904931 11.3414087 0.506 0 
12.825375 95728 9003.435552 79752 -1 65033 0.8154403651 905180 11.3499348 0.506 0 
12.82525 95729 9003.435552 79728 -2 77010 0.9659090909 904280 11.34206301 0.506 0 
12.825 95729 9003.435552 79786 0 105853 1.326711453 904338 11.33454491 0.506 0 
12.82475 95730 9003.435552 79741 -1 137166 1.720143966 904342 11.34099146 0.506 0 
12.824625 95731 9003.435552 79783 3 151644 1.900705664 903766 11.32780166 0.506 0 
12.824375 95732 9003.435552 79768 0 176588 2.213769933 904421 11.33814312 0.505 0 
12.82425 95732 9003.435552 79755 -1 185517 2.326086139 904209 11.33733308 0.506 0 
12.824 95733 9003.435552 79711 -2 192618 2.416454442 904130 11.34260014 0.505 0 
12.82375 95734 9003.435552 79702 2 186787 2.343567288 903542 11.33650348 0.506 0 
