theta  Epoch  Ene  I0  I04  If4  If4dI0  If3  If3dI0  Seconds  Ihor3  
12.84025 95019 8999.946423 83009 0 3875 0.04668168512 926532 11.16182583 0.506 0 
12.84 95020 8999.946423 83034 -4 3976 0.04788399933 925491 11.14592817 0.506 0 
12.83975 95021 8999.946423 83056 1 3981 0.04793151609 926374 11.1536072 0.505 0 
12.839625 95021 8999.946423 83024 2 4027 0.04850404702 925803 11.15102862 0.506 0 
12.839375 95022 8999.946423 82978 2 4034 0.04861529562 925376 11.1520644 0.505 0 
12.83925 95023 8999.946423 83002 0 4092 0.04930001687 926159 11.15827329 0.505 0 
12.839 95023 8999.946423 82999 1 4121 0.04965120062 924898 11.14348366 0.505 0 
12.83875 95024 8999.946423 83042 1 4193 0.05049252186 925823 11.14885239 0.506 0 
12.838625 95025 8999.946423 83013 1 4187 0.05043788322 925953 11.15431318 0.506 0 
12.838375 95025 8999.946423 83014 1 4219 0.05082275279 925518 11.14893873 0.506 0 
12.83825 95026 8999.946423 83011 1 4186 0.05042705184 926272 11.15842479 0.506 0 
12.838 95027 8999.946423 83021 -2 4344 0.05232411077 925244 11.14469833 0.505 0 
12.83775 95027 8999.946423 83017 0 4469 0.05383234759 925869 11.15276389 0.506 0 
12.837625 95028 8999.946423 83010 -3 4469 0.05383688712 926085 11.15630647 0.506 0 
12.837375 95029 8999.946423 83006 2 4533 0.05461051008 926247 11.15879575 0.505 0 
12.83725 95029 8999.946423 82984 -2 4477 0.05395015907 925502 11.15277644 0.506 0 
12.837 95030 8999.946423 82994 2 4690 0.05651010916 926366 11.16184302 0.506 0 
12.83675 95031 8999.946423 82968 1 4716 0.05684119178 925374 11.15338444 0.506 0 
12.836625 95031 8999.946423 83028 -3 4735 0.05702895409 926323 11.15675435 0.506 0 
12.836375 95032 8999.946423 83011 1 4908 0.05912469432 925978 11.15488309 0.506 0 
12.83625 95033 8999.946423 83010 -1 4969 0.0598602578 925856 11.15354777 0.506 0 
12.836 95033 8999.946423 83009 -2 5105 0.06149935549 925698 11.15177872 0.506 0 
12.83575 95034 8999.946423 83053 4 5315 0.06399528012 925868 11.14791759 0.506 0 
12.835625 95035 8999.946423 83032 1 5329 0.06418007515 925262 11.14343867 0.506 0 
12.835375 95035 8999.946423 83022 0 5598 0.06742791067 925571 11.14850281 0.505 0 
12.83525 95036 8999.946423 82981 -1 5770 0.06953398971 925536 11.15358938 0.505 0 
12.835 95037 8999.946423 82995 3 6002 0.07231760949 925554 11.15192481 0.505 0 
12.83475 95037 8999.946423 82983 3 6283 0.07571430293 925419 11.15191063 0.506 0 
12.834625 95038 8999.946423 83027 1 6525 0.07858889277 925312 11.14471196 0.506 0 
12.834375 95039 8999.946423 83014 -1 7082 0.08531091141 926027 11.15507023 0.505 0 
12.83425 95040 8999.946423 83012 2 7422 0.08940876018 925335 11.14700284 0.506 0 
12.834 95040 8999.946423 82983 -1 7985 0.09622452792 926113 11.16027379 0.506 0 
12.83375 95041 8999.946423 82975 4 8772 0.1057185899 925706 11.15644471 0.506 0 
12.833625 95042 8999.946423 83006 5 9235 0.1112570176 925473 11.14947112 0.506 0 
12.833375 95042 8999.946423 82998 4 10538 0.1269669149 925462 11.15041326 0.505 0 
