theta  Epoch  Ene  I0  I04  If4  If4dI0  If3  If3dI0  Seconds  Ihor3  
12.836625 95471 9002.272201 80806 -2 3663 0.04533079227 908682 11.24522931 0.506 0 
12.836375 95471 9002.272201 80811 0 3804 0.0470727995 909123 11.24999072 0.505 0 
12.83625 95472 9002.272201 80801 0 3680 0.04554399079 908846 11.24795485 0.506 0 
12.836 95473 9002.272201 80779 0 3754 0.04647247428 908580 11.24772528 0.506 0 
12.83575 95473 9002.272201 80838 5 3772 0.04666122368 909057 11.24541676 0.505 0 
12.835625 95474 9002.272201 80799 1 3810 0.04715404894 909187 11.25245362 0.506 0 
12.835375 95475 9002.272201 80788 1 3760 0.04654156558 909150 11.25352775 0.506 0 
12.83525 95475 9002.272201 80798 5 3925 0.0485779351 909032 11.25067452 0.505 0 
12.835 95476 9002.272201 80804 1 3876 0.04796792238 909241 11.25242562 0.505 0 
12.83475 95477 9002.272201 80801 0 3950 0.04888553359 909030 11.25023205 0.506 0 
12.834625 95477 9002.272201 80803 4 3877 0.0479808918 908845 11.24766407 0.505 0 
12.834375 95478 9002.272201 80763 -2 4019 0.04976288647 908748 11.25203373 0.506 0 
12.83425 95479 9002.272201 80818 -2 4044 0.05003835779 909216 11.25016704 0.505 0 
12.834 95479 9002.272201 80769 1 4017 0.04973442781 909371 11.25891122 0.505 0 
12.83375 95480 9002.272201 80732 0 4055 0.05022791458 908350 11.25142447 0.506 0 
12.833625 95481 9002.272201 80769 2 4029 0.04988299967 908535 11.24856071 0.505 0 
12.833375 95481 9002.272201 80788 -1 4128 0.05109669753 908920 11.25068079 0.506 0 
12.83325 95482 9002.272201 80766 4 4214 0.05217542035 908894 11.25342347 0.506 0 
12.833 95483 9002.272201 80804 2 4280 0.05296767487 908781 11.24673284 0.505 0 
12.83275 95484 9002.272201 80773 -2 4286 0.05306228566 908458 11.24705038 0.505 0 
12.832625 95484 9002.272201 80784 1 4408 0.05456526045 908404 11.24485047 0.506 0 
12.832375 95485 9002.272201 80719 4 4539 0.05623211388 908312 11.25276577 0.505 0 
12.83225 95486 9002.272201 80786 -2 4569 0.05655682915 909183 11.25421484 0.505 0 
12.832 95486 9002.272201 80742 -1 4628 0.0573183721 908375 11.25034059 0.505 0 
12.83175 95487 9002.272201 80780 1 4722 0.05845506313 908938 11.25201783 0.506 0 
12.831625 95488 9002.272201 80785 5 4932 0.06105093767 908600 11.24713746 0.505 0 
12.831375 95488 9002.272201 80746 1 5151 0.06379263369 908009 11.24525054 0.506 0 
12.83125 95489 9002.272201 80726 0 5221 0.06467556921 908074 11.24884176 0.506 0 
12.831 95490 9002.272201 80735 0 5506 0.06819842695 908515 11.2530501 0.506 0 
12.83075 95490 9002.272201 80770 3 5850 0.07242788164 908523 11.24827287 0.506 0 
12.830625 95491 9002.272201 80728 -1 6135 0.07599593697 908534 11.25426122 0.506 0 
12.830375 95492 9002.272201 80717 -3 6612 0.08191582938 908435 11.25456843 0.506 0 
12.83025 95492 9002.272201 80747 1 6915 0.08563785651 908032 11.24539611 0.505 0 
12.83 95493 9002.272201 80713 0 7564 0.09371476714 908366 11.25427131 0.506 0 
12.82975 95494 9002.272201 80736 0 8546 0.1058511692 908876 11.25738208 0.506 0 
12.829625 95494 9002.272201 80769 -2 8959 0.1109212693 908237 11.24487118 0.505 0 
12.829375 95495 9002.272201 80737 5 10048 0.1244534724 907842 11.24443564 0.506 0 
12.82925 95496 9002.272201 80702 0 10832 0.1342222002 908032 11.25166663 0.506 0 
12.829 95496 9002.272201 80765 1 12408 0.1536309045 908813 11.2525599 0.505 0 
12.82875 95497 9002.272201 80730 -3 14784 0.1831289483 908589 11.25466369 0.506 0 
12.828625 95498 9002.272201 80724 -6 16144 0.1999900897 908168 11.25028492 0.505 0 
12.828375 95498 9002.272201 80685 -3 19735 0.244593171 907619 11.24891863 0.506 0 
12.82825 95499 9002.272201 80762 -3 22100 0.2736435452 908180 11.24514004 0.506 0 
12.828 95500 9002.272201 80730 0 28639 0.3547504026 908200 11.24984516 0.506 0 
12.82775 95501 9002.272201 80724 1 38725 0.4797210247 907779 11.24546603 0.506 0 
12.827625 95501 9002.272201 80662 1 45419 0.5630780293 908040 11.25734547 0.505 0 
