theta  Epoch  Ene  I0  I04  If4  If4dI0  If3  If3dI0  Seconds  Ihor3  
12.845375 94418 8996.847303 79833 4 3270 0.04096050505 836458 10.47759698 0.506 0 
12.84525 94419 8996.847303 79863 -5 3335 0.04175901231 836830 10.47831912 0.506 0 
12.845 94419 8996.847303 79846 -4 3431 0.04297021767 836575 10.47735641 0.506 0 
12.84475 94420 8996.847303 79835 2 3362 0.0421118557 836553 10.47852446 0.506 0 
12.844625 94421 8996.847303 79860 1 3322 0.04159779614 836583 10.47561983 0.505 0 
12.844375 94421 8996.847303 79841 -2 3377 0.04229656442 837008 10.48343583 0.505 0 
12.84425 94422 8996.847303 79846 3 3456 0.04328332039 836016 10.47035543 0.505 0 
12.844 94423 8996.847303 79817 -1 3458 0.04332410389 836563 10.48101282 0.506 0 
12.84375 94423 8996.847303 79841 -4 3456 0.04328603099 836189 10.47317794 0.506 0 
12.843625 94424 8996.847303 79848 2 3471 0.04347009318 835928 10.46899108 0.505 0 
12.843375 94425 8996.847303 79803 -2 3563 0.04464744433 836100 10.47704973 0.505 0 
12.84325 94425 8996.847303 79827 1 3615 0.04528542974 836695 10.48135343 0.506 0 
12.843 94426 8996.847303 79823 1 3561 0.04461120229 836683 10.48172832 0.506 0 
12.84275 94427 8996.847303 79810 0 3588 0.04495677233 836785 10.4847137 0.505 0 
12.842625 94427 8996.847303 79749 -1 3773 0.04731093807 836836 10.49337296 0.505 0 
12.842375 94428 8996.847303 79785 -3 3789 0.04749012972 836854 10.48886382 0.505 0 
12.84225 94429 8996.847303 79792 -4 3776 0.0473230399 836009 10.47735362 0.506 0 
12.842 94429 8996.847303 79763 6 3876 0.04859395961 836670 10.48945 0.506 0 
12.84175 94430 8996.847303 79797 2 3938 0.0493502262 836986 10.48894069 0.505 0 
12.841625 94431 8996.847303 79776 0 4047 0.05072954272 836458 10.48508323 0.506 0 
12.841375 94431 8996.847303 79810 0 4181 0.05238691893 836617 10.4826087 0.506 0 
12.84125 94432 8996.847303 79794 0 4151 0.05202145525 836744 10.48630223 0.506 0 
12.841 94433 8996.847303 79792 4 4261 0.05340134349 836183 10.47953429 0.506 0 
12.84075 94433 8996.847303 79799 2 4449 0.05575257835 836654 10.48451735 0.506 0 
12.840625 94434 8996.847303 79796 1 4617 0.05786004311 836651 10.48487393 0.505 0 
12.840375 94435 8996.847303 79801 1 4828 0.06050049498 836840 10.48658538 0.505 0 
12.84025 94435 8996.847303 79755 2 4879 0.06117484797 836342 10.48638957 0.505 0 
12.84 94436 8996.847303 79740 5 5252 0.06586405819 836645 10.49216203 0.505 0 
12.83975 94437 8996.847303 79747 -2 5778 0.07245413621 836648 10.49127867 0.506 0 
12.839625 94437 8996.847303 79762 0 6058 0.07595095409 836705 10.49002031 0.506 0 
12.839375 94438 8996.847303 79759 -1 6873 0.08617209343 836200 10.4840833 0.505 0 
12.83925 94439 8996.847303 79745 0 7239 0.09077685121 836803 10.49348548 0.506 0 
12.839 94440 8996.847303 79746 0 8461 0.1060993655 836781 10.49307802 0.506 0 
12.83875 94440 8996.847303 79753 -4 9696 0.1215753639 835979 10.48210099 0.506 0 
12.838625 94441 8996.847303 79773 1 10529 0.1319870131 836557 10.48671856 0.506 0 
12.838375 94442 8996.847303 79791 0 12199 0.1528869171 836562 10.48441554 0.506 0 
12.83825 94442 8996.847303 79738 2 13169 0.1651533773 836288 10.48794803 0.505 0 
12.838 94443 8996.847303 79726 0 15544 0.1949677646 836326 10.49000326 0.505 0 
12.83775 94444 8996.847303 79789 -2 18427 0.2309466217 836720 10.48665856 0.505 0 
12.837625 94444 8996.847303 79716 -1 20064 0.251693512 835840 10.48522254 0.505 0 
12.837375 94445 8996.847303 79725 -3 24780 0.3108184384 836768 10.4956789 0.505 0 
12.83725 94446 8996.847303 79771 -5 27873 0.3494126938 836286 10.48358426 0.505 0 
12.837 94446 8996.847303 79738 0 35277 0.4424113973 836383 10.48913943 0.505 0 
12.83675 94447 8996.847303 79712 0 47302 0.5934112806 835897 10.48646377 0.505 0 
12.836625 94448 8996.847303 79778 -9 55073 0.6903281606 836605 10.48666299 0.506 0 
12.836375 94448 8996.847303 79692 2 78015 0.9789564825 835996 10.4903378 0.506 0 
12.83625 94449 8996.847303 79727 -1 95108 1.192920842 836303 10.4895832 0.506 0 
12.836 94450 8996.847303 79730 4 138389 1.735720557 835619 10.48060956 0.506 0 
12.83575 94450 8996.847303 79726 -2 202324 2.537741766 835990 10.48578883 0.505 0 
12.835625 94451 8996.847303 79735 3 236917 2.971304948 835752 10.48162037 0.506 0 
12.835375 94452 8996.847303 79739 -1 305375 3.829681837 835302 10.47545116 0.506 0 
12.83525 94452 8996.847303 79705 1 335989 4.215406813 834517 10.47007089 0.505 0 
12.835 94453 8996.847303 79752 -2 380427 4.770124887 835249 10.47307905 0.506 0 
12.83475 94454 8996.847303 79699 5 396140 4.970451323 834156 10.46632956 0.506 0 
12.834625 94454 8996.847303 79739 -2 390438 4.896449667 834500 10.46539335 0.506 0 
12.834375 94455 8996.847303 79695 -2 360314 4.52116193 834836 10.47538741 0.505 0 
12.83425 94456 8996.847303 79710 3 337262 4.231112784 834320 10.46694267 0.506 0 
12.834 94456 8996.847303 79686 3 284361 3.568518937 835198 10.48111337 0.505 0 
12.83375 94457 8996.847303 79736 -2 223128 2.798334504 835089 10.47317397 0.505 0 
12.833625 94458 8996.847303 79695 5 193859 2.43251145 835232 10.48035636 0.506 0 
12.833375 94458 8996.847303 79719 -7 137351 1.722939324 835382 10.47908278 0.505 0 
12.83325 94459 8996.847303 79734 0 113365 1.421789952 835588 10.47969499 0.505 0 
12.833 94460 8996.847303 79662 -1 73378 0.9211167181 835804 10.49187819 0.506 0 
12.83275 94461 8996.847303 79705 1 46751 0.5865504046 835365 10.48071012 0.505 0 
12.832625 94461 8996.847303 79679 -2 38383 0.4817204031 835323 10.48360296 0.505 0 
12.832375 94462 8996.847303 79674 3 26521 0.3328689409 836011 10.49289605 0.506 0 
12.83225 94463 8996.847303 79677 -2 22778 0.2858792374 836006 10.49243822 0.506 0 
12.832 94463 8996.847303 79669 1 17797 0.2233867627 835879 10.49189773 0.505 0 
12.83175 94464 8996.847303 79708 1 14445 0.1812239675 835970 10.48790586 0.506 0 
12.831625 94465 8996.847303 79673 0 13358 0.1676603115 835928 10.49198599 0.506 0 
12.831375 94465 8996.847303 79679 -3 11293 0.1417311964 836052 10.49275217 0.505 0 
12.83125 94466 8996.847303 79684 0 10556 0.1324732694 836444 10.4970132 0.506 0 
12.831 94467 8996.847303 79665 1 9244 0.1160359003 836030 10.49431996 0.506 0 
12.83075 94467 8996.847303 79694 4 8326 0.1044746154 836467 10.49598464 0.505 0 
12.830625 94468 8996.847303 79658 1 7917 0.09938738105 835748 10.49170203 0.506 0 
12.830375 94469 8996.847303 79682 1 7304 0.09166436585 835790 10.48906905 0.506 0 
12.83025 94469 8996.847303 79709 3 6857 0.08602541746 836322 10.49219034 0.505 0 
12.83 94470 8996.847303 79690 -1 6301 0.07906889196 836237 10.4936253 0.506 0 
12.82975 94471 8996.847303 79663 -3 5933 0.07447623112 835180 10.48391349 0.506 0 
12.829625 94471 8996.847303 79626 7 5672 0.07123301434 835865 10.49738779 0.506 0 
12.829375 94472 8996.847303 79621 1 5292 0.06646487736 835297 10.4909132 0.506 0 
12.82925 94473 8996.847303 79669 3 5074 0.06368851122 835989 10.49327844 0.506 0 
12.829 94473 8996.847303 79618 -1 4805 0.06035067447 835882 10.49865608 0.505 0 
12.82875 94474 8996.847303 79610 0 4617 0.05799522673 835924 10.50023866 0.505 0 
12.828625 94475 8996.847303 79600 -1 4550 0.05716080402 835269 10.49332915 0.506 0 
12.828375 94475 8996.847303 79618 -1 4310 0.0541334874 835454 10.49328041 0.505 0 
12.82825 94476 8996.847303 79628 4 4168 0.0523433968 835600 10.49379615 0.505 0 
12.828 94477 8996.847303 79595 -1 4167 0.05235253471 835444 10.49618695 0.506 0 
12.82775 94477 8996.847303 79606 -6 4037 0.05071225787 835363 10.49371907 0.505 0 
12.827625 94478 8996.847303 79609 -3 3983 0.05003203155 835498 10.49501941 0.506 0 
12.827375 94479 8996.847303 79619 -3 3817 0.04794081815 835318 10.49144049 0.506 0 
12.82725 94479 8996.847303 79617 -1 3830 0.04810530414 835945 10.49957924 0.506 0 
12.827 94480 8996.847303 79639 0 3785 0.04752696543 835868 10.4957119 0.505 0 
12.82675 94481 8996.847303 79592 -4 3747 0.04707759574 835818 10.50128154 0.506 0 
12.826625 94481 8996.847303 79623 -2 3615 0.04540145435 835751 10.49635156 0.506 0 
12.826375 94482 8996.847303 79607 -2 3568 0.04482017913 835461 10.49481829 0.505 0 
12.82625 94483 8996.847303 79584 -3 3576 0.04493365501 834992 10.49195818 0.505 0 
12.826 94483 8996.847303 79557 2 3627 0.04558995437 835266 10.49896301 0.505 0 
12.82575 94484 8996.847303 79581 -6 3429 0.04308817431 834921 10.49146153 0.505 0 
12.825625 94485 8996.847303 79577 3 3445 0.04329140329 834984 10.49278058 0.506 0 
12.825375 94485 8996.847303 79556 2 3426 0.04306400523 835691 10.50443713 0.506 0 

