theta  Epoch  Ene  I0  I04  If4  If4dI0  If3  If3dI0  Seconds  Ihor3  
12.864 92159 8985.245067 78374 2 298 0.003802281369 224722 2.867302932 0.505 0 
12.86375 92159 8985.245067 78375 1 289 0.003687400319 222515 2.839106858 0.505 0 
12.863625 92160 8985.245067 78396 -4 285 0.003635389561 221332 2.823256289 0.506 0 
12.863375 92161 8985.245067 78376 1 419 0.005346024293 219130 2.795881392 0.506 0 
12.86325 92161 8985.245067 78391 -3 341 0.004349989157 217959 2.780408465 0.505 0 
12.863 92162 8985.245067 78415 2 319 0.004068099216 214933 2.740967927 0.505 0 
12.86275 92163 8985.245067 78382 2 332 0.004235666352 211890 2.703299227 0.506 0 
12.862625 92163 8985.245067 78350 1 428 0.005462667518 210583 2.687721761 0.506 0 
12.862375 92164 8985.245067 78353 -1 332 0.004237234056 207437 2.647467232 0.505 0 
12.86225 92165 8985.245067 78376 3 382 0.004873941002 205537 2.622448198 0.505 0 
12.862 92165 8985.245067 78372 5 369 0.004708314194 202478 2.583550248 0.506 0 
12.86175 92166 8985.245067 78410 2 290 0.003698507843 198836 2.535850019 0.505 0 
12.861625 92167 8985.245067 78360 1 383 0.004887697805 196622 2.509213885 0.506 0 
12.861375 92167 8985.245067 78394 -2 441 0.005625430518 193487 2.468135316 0.506 0 
12.86125 92168 8985.245067 78375 -2 370 0.004720893142 191382 2.441875598 0.506 0 
12.861 92169 8985.245067 78329 3 370 0.004723665564 187952 2.399519973 0.506 0 
12.86075 92169 8985.245067 78365 -2 439 0.005601990685 184350 2.352453264 0.505 0 
12.860625 92170 8985.245067 78335 -1 467 0.005961575286 182787 2.333401417 0.506 0 
12.860375 92171 8985.245067 78366 -4 400 0.005104254396 179536 2.290993543 0.506 0 
12.86025 92171 8985.245067 78348 2 414 0.005284117016 177879 2.270370654 0.505 0 
12.86 92172 8985.245067 78393 -3 443 0.005651014759 175216 2.235097521 0.506 0 
12.85975 92173 8985.245067 78314 -1 505 0.006448400031 172800 2.20650203 0.505 0 
12.859625 92173 8985.245067 78336 -1 513 0.006548713235 171490 2.189159518 0.505 0 
12.859375 92174 8985.245067 78344 -3 529 0.006752272031 170180 2.172214847 0.506 0 
12.85925 92175 8985.245067 78357 0 585 0.007465829473 168659 2.152443304 0.506 0 
12.859 92176 8985.245067 78368 3 669 0.008536647611 167550 2.137989996 0.505 0 
12.85875 92176 8985.245067 78336 3 722 0.009216707516 166285 2.122714971 0.506 0 
12.858625 92177 8985.245067 78330 -3 689 0.008796118984 165755 2.116111324 0.505 0 
12.858375 92178 8985.245067 78341 0 671 0.008565119159 164860 2.104389783 0.506 0 
12.85825 92178 8985.245067 78342 4 655 0.008360777106 164385 2.098299763 0.506 0 
12.858 92179 8985.245067 78382 1 847 0.01080605241 163649 2.087839045 0.506 0 
12.85775 92180 8985.245067 78326 0 865 0.01104358706 162840 2.079003141 0.506 0 
12.857625 92180 8985.245067 78320 -2 879 0.01122318693 162584 2.075893769 0.506 0 
12.857375 92181 8985.245067 78333 1 1027 0.01311069409 161812 2.065693897 0.505 0 
12.85725 92182 8985.245067 78329 3 1216 0.01552426304 161593 2.063003485 0.506 0 
12.857 92182 8985.245067 78340 0 1366 0.01743681389 161577 2.062509574 0.505 0 
12.85675 92183 8985.245067 78341 0 1570 0.02004059177 160929 2.054211715 0.506 0 
12.856625 92184 8985.245067 78344 2 1687 0.02153323803 160747 2.051809966 0.506 0 
12.856375 92184 8985.245067 78301 -1 1967 0.02512100739 160244 2.046512816 0.505 0 
12.85625 92185 8985.245067 78294 0 2208 0.02820139474 160297 2.047372723 0.505 0 
12.856 92186 8985.245067 78300 1 2722 0.03476372925 159961 2.042924649 0.505 0 
12.85575 92186 8985.245067 78338 0 3767 0.04808649697 159606 2.037402027 0.509 0 
12.855625 92187 8985.245067 78315 0 4519 0.05770286663 159694 2.03912405 0.506 0 
12.855375 92188 8985.245067 78306 0 7046 0.08998033356 159604 2.038209077 0.506 0 
12.85525 92188 8985.245067 78281 -1 9035 0.1154175343 159582 2.038578966 0.508 0 
12.855 92189 8985.245067 78315 -1 14979 0.191266041 159205 2.032880036 0.506 0 
12.85475 92190 8985.245067 78321 1 25709 0.3282516822 158874 2.028498104 0.506 0 
12.854625 92190 8985.245067 78308 -2 32938 0.420621137 158817 2.028106962 0.505 0 
12.854375 92191 8985.245067 78280 0 50686 0.6474961676 158497 2.024744507 0.506 0 
12.85425 92192 8985.245067 78324 -5 60169 0.7682064246 158567 2.024500792 0.506 0 
12.854 92192 8985.245067 78301 -1 78744 1.005657654 158256 2.021123613 0.505 0 
12.85375 92193 8985.245067 78250 2 94469 1.207271565 158200 2.02172524 0.506 0 
12.853625 92194 8985.245067 78264 3 100386 1.282658694 158251 2.022015231 0.506 0 
12.853375 92194 8985.245067 78273 -3 105406 1.346645714 158302 2.0224343 0.505 0 
12.85325 92195 8985.245067 78307 -1 105247 1.344030546 158058 2.018440242 0.506 0 
12.853 92196 8985.245067 78270 -1 99401 1.269975725 157869 2.016979686 0.506 0 
12.85275 92196 8985.245067 78289 -1 86912 1.110143187 157756 2.015046814 0.505 0 
12.852625 92197 8985.245067 78259 -4 79127 1.011091376 157857 2.017109853 0.506 0 
12.852375 92198 8985.245067 78292 -1 60609 0.7741403975 157910 2.016936596 0.506 0 
12.85225 92198 8985.245067 78253 5 50617 0.6468378209 157991 2.018976908 0.506 0 
12.852 92199 8985.245067 78258 2 33422 0.4270745483 157539 2.013072146 0.505 0 
12.85175 92200 8985.245067 78268 -1 19797 0.2529386211 157599 2.01358154 0.506 0 
12.851625 92200 8985.245067 78260 0 15605 0.1993994378 157242 2.009225658 0.506 0 
