theta  Epoch  Ene  I0  I04  If4  If4dI0  If3  If3dI0  Seconds  Ihor3  
12.82525 96830 9009.256934 81205 0 3265 0.04020688381 900921 11.09440305 0.505 0 
12.825 96831 9009.256934 81171 2 3210 0.03954614333 899598 11.08275123 0.506 0 
12.82475 96831 9009.256934 81204 6 3222 0.03967784838 900622 11.09085759 0.506 0 
12.824625 96832 9009.256934 81207 -1 3154 0.03883901634 900178 11.08498036 0.506 0 
12.824375 96833 9009.256934 81139 -4 3244 0.03998077373 899519 11.08614846 0.506 0 
12.82425 96833 9009.256934 81163 4 3279 0.04040018235 899813 11.08649261 0.506 0 
12.824 96834 9009.256934 81175 3 3297 0.04061595319 899546 11.08156452 0.506 0 
12.82375 96835 9009.256934 81189 -1 3203 0.03945115718 900753 11.09452019 0.506 0 
12.823625 96835 9009.256934 81162 -4 3208 0.0395258865 899751 11.08586531 0.505 0 
12.823375 96836 9009.256934 81179 -1 3277 0.04036758275 899939 11.08585964 0.506 0 
12.82325 96837 9009.256934 81145 1 3316 0.040865118 900214 11.09389365 0.506 0 
12.823 96838 9009.256934 81159 3 3254 0.0400941362 899928 11.08845599 0.506 0 
12.82275 96838 9009.256934 81145 6 3253 0.04008873005 899982 11.09103457 0.505 0 
12.822625 96839 9009.256934 81123 -2 3280 0.04043242977 900102 11.09552162 0.506 0 
12.822375 96840 9009.256934 81128 -1 3255 0.04012178286 900290 11.09715511 0.506 0 
12.82225 96840 9009.256934 81196 2 3288 0.04049460565 900558 11.09116213 0.505 0 
12.822 96841 9009.256934 81186 -3 3170 0.03904614096 900570 11.09267608 0.506 0 
12.82175 96842 9009.256934 81182 4 3280 0.04040304501 900491 11.09224951 0.505 0 
12.821625 96842 9009.256934 81160 1 3261 0.04017989157 899673 11.08517743 0.506 0 
12.821375 96843 9009.256934 81174 6 3383 0.04167590608 900595 11.09462389 0.506 0 
12.82125 96844 9009.256934 81125 3 3240 0.03993836672 900089 11.09508783 0.506 0 
