theta  Epoch  Ene  I0  I04  If4  If4dI0  If3  If3dI0  Seconds  Ihor3  
12.851 93743 8993.363407 83000 0 3723 0.04485542169 787796 9.491518072 0.506 0 
12.85075 93744 8993.363407 83019 0 3759 0.0452787916 788100 9.493007625 0.505 0 
12.850625 93745 8993.363407 83033 -3 3682 0.04434381511 787673 9.486264497 0.506 0 
12.850375 93745 8993.363407 83039 0 3876 0.04667686268 788711 9.498079216 0.506 0 
12.85025 93746 8993.363407 83005 5 4024 0.04847900729 788086 9.494440094 0.505 0 
12.85 93747 8993.363407 82951 -3 4033 0.04861906427 788114 9.500958397 0.505 0 
12.84975 93747 8993.363407 83012 -1 4054 0.04883631282 787442 9.485881559 0.506 0 
12.849625 93748 8993.363407 82987 1 4085 0.04922457734 788126 9.496981455 0.506 0 
12.849375 93749 8993.363407 82976 -4 4268 0.05143655997 787829 9.494661107 0.505 0 
12.84925 93749 8993.363407 82998 -6 4297 0.05177233186 787757 9.491276898 0.506 0 
12.849 93750 8993.363407 82973 -2 4314 0.05199281694 788442 9.502392344 0.506 0 
12.84875 93751 8993.363407 82999 2 4429 0.0533620887 788038 9.494548127 0.505 0 
12.848625 93751 8993.363407 82959 1 4393 0.05295386878 788056 9.499343049 0.505 0 
12.848375 93752 8993.363407 82958 0 4584 0.05525687697 787993 9.498698136 0.506 0 
12.84825 93753 8993.363407 82939 0 4695 0.05660786843 787745 9.497883987 0.506 0 
12.848 93753 8993.363407 82924 3 4807 0.05796874246 787706 9.499131735 0.505 0 
12.84775 93754 8993.363407 82965 -3 5001 0.06027843066 787618 9.493376725 0.506 0 
12.847625 93755 8993.363407 82962 -6 5174 0.06236590246 788324 9.502229937 0.506 0 
12.847375 93755 8993.363407 82954 -2 5309 0.06399932493 787557 9.493900234 0.506 0 
12.84725 93756 8993.363407 82946 7 5429 0.06545222193 788134 9.501772237 0.506 0 
12.847 93757 8993.363407 82950 -2 5676 0.06842676311 787911 9.498625678 0.505 0 
12.84675 93757 8993.363407 82953 -3 5845 0.07046158668 788033 9.499752872 0.506 0 
12.846625 93758 8993.363407 82903 -3 6125 0.07388152419 787218 9.495651545 0.506 0 
12.846375 93759 8993.363407 82942 -2 6438 0.0776205059 788148 9.502399267 0.506 0 
12.84625 93759 8993.363407 82949 -4 6602 0.07959107403 787307 9.491458607 0.506 0 
12.846 93760 8993.363407 82948 5 7019 0.08461927955 788243 9.502857212 0.506 0 
12.84575 93761 8993.363407 82953 -2 7455 0.08987016744 787528 9.493665087 0.505 0 
12.845625 93761 8993.363407 82943 -1 7892 0.09514968111 787256 9.491530328 0.506 0 
12.845375 93762 8993.363407 82934 -1 8629 0.1040465913 787688 9.497769311 0.506 0 
12.84525 93763 8993.363407 82925 -1 9165 0.1105215556 787775 9.499849261 0.506 0 
12.845 93763 8993.363407 82930 -2 10503 0.1266489811 787641 9.497660678 0.506 0 
12.84475 93764 8993.363407 82916 -1 12091 0.145822278 787320 9.495392928 0.505 0 
12.844625 93765 8993.363407 82940 2 13207 0.159235592 786827 9.48670123 0.505 0 
12.844375 93765 8993.363407 82943 3 15667 0.1888887549 787198 9.490831053 0.506 0 
12.84425 93766 8993.363407 82974 1 17084 0.2058958228 787814 9.494709186 0.506 0 
12.844 93767 8993.363407 82964 3 20770 0.2503495492 787647 9.493840702 0.505 0 
12.84375 93767 8993.363407 82943 0 25352 0.3056556913 787587 9.49552102 0.506 0 
12.843625 93768 8993.363407 82938 3 27998 0.3375774675 787145 9.490764185 0.506 0 
12.843375 93769 8993.363407 82940 4 35187 0.4242464432 787560 9.495538944 0.505 0 
12.84325 93769 8993.363407 82936 -1 39598 0.4774524935 786359 9.481515868 0.505 0 
12.843 93770 8993.363407 82890 1 51091 0.6163710942 786698 9.490867415 0.506 0 
12.84275 93771 8993.363407 82894 -4 68006 0.8203971337 787007 9.494137091 0.506 0 
12.842625 93771 8993.363407 82913 2 79050 0.953408995 786973 9.491551385 0.505 0 
12.842375 93772 8993.363407 82933 0 111219 1.341070503 786333 9.481545344 0.505 0 
12.84225 93773 8993.363407 82924 0 134149 1.617734311 786470 9.484226521 0.505 0 
12.842 93774 8993.363407 82889 0 201983 2.436788959 786017 9.482766109 0.505 0 
12.84175 93774 8993.363407 82897 -3 314804 3.797531877 785346 9.47375659 0.506 0 
12.841625 93775 8993.363407 82860 -1 392780 4.740284818 784762 9.470938933 0.506 0 
12.841375 93776 8993.363407 82872 0 600464 7.245680085 783252 9.451346655 0.505 0 
12.84125 93776 8993.363407 82910 -1 720531 8.690519841 782627 9.439476541 0.506 0 
12.841 93777 8993.363407 82888 -6 948199 11.4395208 781088 9.423414728 0.505 0 
12.84075 93778 8993.363407 82882 2 1159582 13.99075795 778829 9.396841292 0.505 0 
12.840625 93778 8993.363407 82884 -3 1240304 14.9643357 778982 9.398460499 0.506 0 
12.840375 93779 8993.363407 82873 -1 1322233 15.95493104 778279 9.391225128 0.505 0 
