theta  Epoch  Ene  I0  I04  If4  If4dI0  If3  If3dI0  Seconds  Ihor3  
12.85225 93586 8992.589584 78020 -2 3460 0.04434760318 729068 9.344629582 0.506 0 
12.852 93587 8992.589584 78061 -4 3562 0.0456309809 729482 9.345025045 0.506 0 
12.85175 93588 8992.589584 78051 -1 3540 0.04535496022 729271 9.343518981 0.506 0 
12.851625 93588 8992.589584 78037 2 3507 0.04494022066 729545 9.348706383 0.506 0 
12.851375 93589 8992.589584 78023 -3 3711 0.04756289812 729744 9.352934391 0.506 0 
12.85125 93590 8992.589584 78030 -4 3688 0.04726387287 729253 9.345802896 0.506 0 
12.851 93591 8992.589584 78049 1 3727 0.0477520532 729202 9.342874348 0.507 0 
12.85075 93591 8992.589584 78048 0 3791 0.04857267323 729526 9.347145346 0.506 0 
12.850625 93592 8992.589584 78077 3 3847 0.04927187264 729245 9.340074542 0.505 0 
12.850375 93593 8992.589584 78063 0 3959 0.05071544778 729493 9.344926534 0.506 0 
12.85025 93593 8992.589584 78005 0 4038 0.05176591244 729073 9.34649061 0.506 0 
12.85 93594 8992.589584 78023 -4 4089 0.05240762339 729013 9.343565359 0.506 0 
12.84975 93595 8992.589584 78032 2 4221 0.05409319254 729142 9.344140865 0.506 0 
12.849625 93595 8992.589584 78016 -1 4338 0.05560397867 729379 9.349095057 0.505 0 
12.849375 93596 8992.589584 78022 2 4443 0.05694547692 729417 9.348863141 0.506 0 
12.84925 93597 8992.589584 78038 -3 4536 0.05812552859 729264 9.344985776 0.506 0 
12.849 93597 8992.589584 78007 -2 4624 0.05927673158 729445 9.35101978 0.505 0 
12.84875 93598 8992.589584 77994 -1 4862 0.06233812857 729791 9.357014642 0.506 0 
12.848625 93599 8992.589584 77993 -2 4904 0.06287743772 729459 9.352877822 0.506 0 
12.848375 93599 8992.589584 78013 -1 5086 0.06519426249 728737 9.34122518 0.506 0 
12.84825 93600 8992.589584 78013 -2 5081 0.06513017061 728953 9.34399395 0.505 0 
12.848 93601 8992.589584 77992 0 5425 0.06955841625 728514 9.340881116 0.505 0 
12.84775 93601 8992.589584 78031 -3 5815 0.07452166447 728990 9.342312671 0.506 0 
12.847625 93602 8992.589584 77961 1 5974 0.07662805762 728641 9.346224394 0.506 0 
12.847375 93603 8992.589584 77961 1 6172 0.07916778902 729011 9.350970357 0.506 0 
12.84725 93603 8992.589584 78001 -1 6347 0.08137075166 729054 9.346726324 0.505 0 
12.847 93604 8992.589584 77990 -2 6985 0.08956276446 729276 9.35089114 0.506 0 
